,brewery_name,review_overall,beer_style,beer_name,beer_abv,beer_brew_name,unique_id,user_id
3337,Hoppin' Frog Brewery,4.5,Russian Imperial Stout,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,9.4,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout (Hoppin' Frog Brewery),10,7743
3338,Hoppin' Frog Brewery,4.0,Russian Imperial Stout,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,9.4,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout (Hoppin' Frog Brewery),10,6947
3339,Hoppin' Frog Brewery,4.0,Russian Imperial Stout,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,9.4,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout (Hoppin' Frog Brewery),10,1402
3340,Hoppin' Frog Brewery,4.0,Russian Imperial Stout,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,9.4,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout (Hoppin' Frog Brewery),10,5927
3341,Hoppin' Frog Brewery,4.0,Russian Imperial Stout,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,9.4,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout (Hoppin' Frog Brewery),10,1277
3342,Hoppin' Frog Brewery,4.0,Russian Imperial Stout,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,9.4,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout (Hoppin' Frog Brewery),10,10410
3344,Hoppin' Frog Brewery,3.5,Russian Imperial Stout,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,9.4,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout (Hoppin' Frog Brewery),10,10370
5920,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,9338
6795,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4606
7765,Founders Brewing Company,4.5,Rye Beer,Founders Red's Rye PA,6.6,Founders Red's Rye PA (Founders Brewing Company),18,4753
8039,Yazoo Brewing Company,2.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5592
8040,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,9746
8041,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,3326
8042,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,7631
8043,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,7511
8044,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,9224
8045,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4957
8046,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,7813
8047,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5221
8048,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,10191
8049,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,6750
8050,Yazoo Brewing Company,4.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,1294
8051,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,1621
8052,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,2702
8053,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4823
8055,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,7090
8056,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5531
8057,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4860
8058,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4860
8059,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,9990
8060,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,2021
8061,Yazoo Brewing Company,3.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,6441
8062,Yazoo Brewing Company,5.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,6701
8063,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,3160
8064,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4611
8065,Yazoo Brewing Company,3.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,9079
8066,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,10661
8067,Yazoo Brewing Company,4.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,7199
8068,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,3095
8069,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,9672
8070,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4140
8071,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,3612
8072,Yazoo Brewing Company,3.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,3
8073,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4865
8074,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,673
8075,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5989
8076,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5702
8077,Yazoo Brewing Company,4.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,1441
8078,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,6290
8079,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,3532
8080,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5537
8081,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5906
8082,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4055
8083,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,1856
8084,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,9998
8085,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,1868
8086,Yazoo Brewing Company,4.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5153
8087,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,1502
8088,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4949
8089,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,9821
8090,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5922
8091,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,6827
8092,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,6507
8093,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,6276
8094,Yazoo Brewing Company,4.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5767
8095,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4183
8096,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4611
8097,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,418
8098,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,2941
8099,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,1629
8100,Yazoo Brewing Company,2.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,2652
8101,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,3607
8102,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4257
8103,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,724
8104,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,1619
8105,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,7075
8106,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4398
8107,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5558
8108,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4750
8109,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4787
8110,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,9576
8111,Yazoo Brewing Company,3.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,100
8112,Yazoo Brewing Company,2.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4977
8113,Yazoo Brewing Company,4.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,3167
8114,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,10357
8115,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5631
8116,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,7815
8117,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,7827
8118,Yazoo Brewing Company,4.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,3317
8119,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,2600
8120,Yazoo Brewing Company,3.5,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,1369
8121,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,211
8122,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,4972
8123,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,5162
8124,Yazoo Brewing Company,5.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,8965
8125,Yazoo Brewing Company,4.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,9734
8126,Yazoo Brewing Company,3.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,8125
8127,Yazoo Brewing Company,3.0,Hefeweizen,Hefeweizen,5.0,Hefeweizen (Yazoo Brewing Company),11,501
10195,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1621
10228,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,10264
10311,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,9241
11369,Founders Brewing Company,1.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,4425
11716,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,3703
11723,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,3542
11732,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,3420
11736,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,7567
11737,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,3278
11738,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1654
11739,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,2596
11740,Founders Brewing Company,4.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,5784
11741,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6916
11742,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,9689
11743,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,3227
11744,Founders Brewing Company,4.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1751
11745,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,8775
11746,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,5519
11747,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6748
11748,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,2025
11749,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1261
11750,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,5810
11751,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,7219
11752,Founders Brewing Company,2.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6441
11753,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6042
11754,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,529
11755,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6761
11756,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6632
11757,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,2573
11758,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,3400
11759,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,10094
11760,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6964
11761,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,9505
11762,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,8310
11763,Founders Brewing Company,4.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,2641
11764,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,4606
11765,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1297
11766,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,4573
11767,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1343
11768,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,678
11769,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1332
11770,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,7497
11771,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6025
11772,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,4188
11773,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,10289
11774,Founders Brewing Company,4.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6592
11775,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1582
11776,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6925
11777,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,3412
11778,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6249
11779,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6425
11780,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,2319
11781,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,9947
11782,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,10699
11783,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1024
11784,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1885
11785,Founders Brewing Company,4.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,61
11786,Founders Brewing Company,1.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,7590
11787,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,2450
11788,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,544
11789,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6462
11790,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1695
11791,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,7254
11792,Founders Brewing Company,2.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6513
11793,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,2286
11794,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,7324
11795,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,851
11796,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,5171
11797,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,10357
11798,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,5868
11799,Founders Brewing Company,4.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,8367
11800,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6150
11801,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,2720
11802,Founders Brewing Company,4.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,10042
11803,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,10410
11804,Founders Brewing Company,5.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,3612
11805,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,9098
11806,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,8137
11807,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,2204
11808,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,9704
11809,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,5435
11810,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,4029
11811,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,667
11812,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6257
11813,Founders Brewing Company,4.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,7383
11814,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1177
11815,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1795
11816,Founders Brewing Company,2.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,2424
11817,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1362
11818,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1566
11819,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,9011
11820,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,7053
11821,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,2425
11822,Founders Brewing Company,4.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,7780
11823,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6088
11824,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,8115
11825,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,3550
11826,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,1041
11827,Founders Brewing Company,2.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,8710
11828,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,10370
11829,Founders Brewing Company,2.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6103
11830,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,975
11831,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,69
11832,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,5642
11833,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,5282
11834,Founders Brewing Company,4.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,8414
11835,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,4669
11836,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,10202
11837,Founders Brewing Company,3.5,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,10179
11838,Founders Brewing Company,3.0,Fruit / Vegetable Beer,Founders Cerise,6.5,Founders Cerise (Founders Brewing Company),15,6485
